,0,1,2,3,4,5,6,7,8,9
0,0.6882414087365429,-0.11598317223065317,0.03816942904390295,0.8145143143358421,0.4953428439454258,-0.770379701267385,0.06983105913116223,-0.33529831761939605,-0.023291733226258642,0.7939721841331098
1,0.6419963042997211,0.2872600360712374,0.36675068998774707,0.6234880707991907,-0.02994069486760348,-0.08561143794952161,0.6811820928578646,1.006196403583012,0.7805806613793278,-0.07494548284173919
2,0.2469531347884995,0.6065600799818625,0.588615869357966,0.3341550813780314,0.46306515432695705,0.19340020332293667,-0.6935327012525565,-0.31155795069146447,0.2960834262495428,-0.15385217819107072
3,-0.14568793549385028,0.5558448816522339,0.48842695955604554,0.3915258999439907,0.01465069746837494,-0.15318612843967316,0.9358902626412192,1.0683130565230565,0.5407306708541519,-0.5502894738789549
4,0.38971654928887156,1.0289382884390097,0.1916958244835673,1.3352618159406628,1.1007746789862827,0.7766055361903226,-0.3332752678065798,0.23698236507703885,0.40903088465346765,1.5792834539025096
5,0.6187558922906173,0.876613416083273,0.25862397900737594,1.2636158394807708,-0.4827403718719847,0.5460833876116893,0.7443188068804538,0.3954870983533069,0.4967444980674679,1.1620516196947797
6,0.37101450979692724,0.5897363586287263,1.0827160463499,0.9096055866903415,0.6589450939788647,0.22036918326909194,1.064942196835105,1.4304186864384194,0.537732058217894,0.6451781649382805
7,0.77920921110703,1.1119989591643344,0.6798654611402561,1.3831916096844656,1.0747393901523397,0.6328576264064614,1.1095435755595462,1.2004508307527546,1.286349385284077,-0.009543802262988454
8,1.1778658619151967,0.08358781545832206,0.1102799060090669,1.3058572516119278,0.18190784333346743,0.3635652808299988,0.6408630943313576,1.166708649500207,0.617339246103636,1.0930614521382918
9,1.3423372815361039,1.085239690643277,0.47901705261670297,0.000898837579998979,1.1258947393652905,1.2603480083698013,0.1711356017368051,0.6827877371879997,0.9850990873525574,1.3959972066613797
10,1.812999979908332,1.7849408766057773,1.4977957922089677,0.9108330685070057,1.133241392887165,0.8513853988045872,1.0601279116615492,0.40949143384715436,0.7542485436508675,0.6339247796552892
11,2.0113490828501384,0.5739548680043008,1.6231270133197468,1.0886761060245118,1.4694343500146703,1.7678729899444743,1.287259879177356,2.0621823754694586,-0.7384531582256023,1.136514716234088
12,1.3235097530323754,1.70593563426293,0.4528877897902751,1.3819103262951857,0.3035134832967362,0.7716890320602126,0.3390217549699589,0.9822672900295087,0.5202000982974182,0.7521075940373823
13,1.2086394891377885,0.7033863026542382,1.545169543811497,1.1369182264739113,0.8612328546302208,0.4654741029643884,0.4496742334956746,0.49359919396825236,0.6995153574364235,1.1788526658908127
14,0.3750627631471152,-2.53179970516285,1.5263604900632135,1.1635146211017071,0.08490334672156097,0.6918398106679449,0.7806062811772871,1.2491594754425908,0.6422313286269056,1.1000584808969764
15,1.508290857970406,0.38788584982537744,0.872734894076112,1.2772652419342938,0.9981646913696409,1.5587446782550516,1.192493403728798,0.046842123282693014,1.7997474951779213,1.6689608434067478
16,1.0567117153307521,1.0324539125389103,0.8950224635189166,0.7942798217070708,0.9732722633948505,0.7603554581273242,1.2071883389964597,1.1361814305731353,0.6497097493931571,0.4372660715201659
17,1.0069437535371772,0.274988334551836,1.1257428198880892,1.5079683426674646,0.15955088356561853,1.80511226162498,0.5939544601496393,1.3684254899575792,0.9803699228473017,0.38134142025314877
18,1.0116239755655274,0.7090451671510551,0.3138267539582946,1.1481199517238527,1.125131436828386,0.9238651837490401,1.174318268962913,0.8397375666320086,0.6662008181848397,0.5556733259559918
19,0.6019688565217173,0.6622575811306601,1.2561372562710815,-0.28582926783076534,1.1941338942943167,0.9154166176128495,0.42652385845117774,0.6256654205739061,0.21705784817875956,1.1337811620121765
